"hour","district","rev5","rev1","rev2","rev3","rev4"
"4pm","114",7237.05,6174.19,9648.66,7258.6,4031.53
"4pm","115",957.21,902.5,1868.89,1656.41,673.69
"4pm","116",8603.93,6556.44,11665.86,12330.23,5369.73
"4pm","117",12199.16,14107.64,15101.18,10233.52,3341.53
"4pm","118",14131.24,16708.41,15803.62,10314.79,3487.28
"4pm","119",24304.43,13775.5,29928.26,30598.31,19577.68
"4pm","120",2936.13,1509.41,3141.39,4470.99,4583.55
"4pm","121",2846.38,2225.36,3604.4,4536.52,4891.08
"4pm","122",4122.88,1575.47,2746.77,5032.28,5306.44
"4pm","123",768.03,551.86,487.45,443.63,696.7
"4pm","124",6218.84,4138.97,3207.1,3357.05,1886.91
"4pm","125",561.89,356.43,451.69,790.47,1201.8
"4pm","126",659.49,748.76,641.19,668.38,116.06
"4pm","127",7665.2,9585.35,10317.78,11941.68,7219.69
"4pm","128",11613.46,10781.38,16718.97,13071.98,5008.66
"4pm","129",6117.09,5661.89,6591.17,9190.61,4421.49
"4pm","130",6047.91,3238.34,7508.73,9783.45,6253.87
"4pm","131",7494.53,2339.57,6956.97,10976.25,6579.58
"4pm","132",6140.62,3143.33,7245.77,7644.76,3786.83
"4pm","133",558.91,286.09,749.16,691.34,482.04
"4pm","134",1598.23,659.33,1460.88,2023.56,1136.28
"4pm","135",462.41,595.09,508.91,914.1,367.72
"4pm","136",6988.03,4801.05,8881.2,8780.29,3698.75
"4pm","137",3571.56,1009.25,2649.22,4261.15,3144.23
"4pm","138",2596.58,390.75,1451.48,2884.94,2851.22
"4pm","139",841.44,242.27,859.3,1251.73,775.32
"4pm","140",2267.57,971.55,1984.5,3176.71,1402.29
"4pm","141",242.42,84.75,421.27,343.78,332.32
"4pm","301",4961.93,5037.45,6936.2,7881.72,4083.14
"4pm","302",8716.98,6772.39,11096.4,19070.1,10203.86
"4pm","303",3515.57,3308.57,5093.06,3981.86,1350.45
"4pm","304",3085.45,2023.14,2437,4807.32,4092.43
"4pm","305",615.8,689.14,1084.36,706.41,140.98
"4pm","306",3064.92,1777.55,3532.76,4460.76,2244.91
"4pm","307",10851.67,6339,16481.97,17523.79,6824.26
"4pm","308",11971.31,5629.25,13873.87,15395.72,9189.18
"4pm","309",6461.56,2215.2,7914.72,11277.67,8704.48
"4pm","310",3834.88,1348.31,4423.96,6468.28,5502.92
"4pm","401",2800.06,1813.31,4664.58,4221.99,1591.66
"4pm","402",4772.94,1760.69,6523.2,5724.62,3940.73
"4pm","403",17458.11,10540.61,19177.2,18701.24,9377.11
"4pm","404",7896.29,3973.01,9383.87,10428.82,4699.75
"4pm","405",5679.2,2738.74,7032.23,7754.94,3531.88
"4pm","406",13434.74,10479.97,19004.85,21525.13,10030.02
"4pm","407",3842.17,2220.3,4736.71,5877.83,2833.02
"4pm","408",3897.45,1565.63,5388.56,3943.03,1651.19
"4pm","501",1324.4,934.28,2028.02,1469.17,491.59
"4pm","502",1197.24,998.17,2058.88,1321.16,444.52
"4pm","511",10359.15,10937.9,20737,19845.87,6111.67
"4pm","521",3687.11,1342.79,4245.75,5705.83,3138.93
"4pm","522",1179.82,660.72,1850.14,2479.09,896.02
"4pm","523",3623.14,2293.16,6446.56,6239.3,2082.15
"4pm","524",3558.12,1978.5,4264.63,4537.45,2387
"4pm","525",674.36,644.79,1128.55,728.87,561.61
"4pm","531",3512.38,1676.95,5631.65,6689.78,3086.83
"4pm","532",4254.72,2162.18,5385.58,6769.23,3734.99
"4pm","533",6043.41,6712.09,9409.22,8180.88,2812.45
"4pm","541",804.42,549.51,964.29,873.08,397.04
"4pm","542",2447.87,1639,3824.99,5185.07,2199.59
"4pm","543",2486.44,650.03,2300.77,3422.57,2143.36
"4pm","544",4943.79,2831.82,8045.66,9022.61,3149.7
"4pm","545",1570.17,979.96,2422.46,2608.43,739.21
"4pm","546",7505.62,4360.9,9962.45,8452.08,3621.29
"4pm","547",1648.31,1759.91,1475,1378.52,397.02
"4pm","551",1826.45,1410.09,2985.56,2526.1,948.13
"4pm","561",1409.3,1830.03,2317.74,1939.82,660.68
"4pm","562",6394.63,6457.97,10805.86,9199.57,3187.11
"4pm","563",406.28,574.95,636.25,483.09,207.07
"4pm","564",712.42,389.13,968.16,1363.57,518.98
"4pm","571",1764.41,1461.1,3612.88,3594.46,1124.31
"4pm","572",3703.88,2286.59,5907.97,5678.94,2113.63
"4pm","573",4871.82,2740.73,7213.13,7856.02,3855.15
"4pm","574",2219.78,867.29,2860.22,3311.9,2230
"4pm","575",1237.65,721.54,1374.63,1359.41,870.15
"4pm","576",1131.92,1333.11,2680.24,2675.81,695.52
"4pm","601",1697.92,1793.28,3709.78,2764.27,689.94
"4pm","602",7969.31,9786.99,13068.69,11899.06,4344.45
"4pm","611",9825.71,5614.12,17084.39,17132.76,6959.3
"4pm","612",3670.67,2435.52,6362.64,6633.98,2266.1
"4pm","621",2730.43,1445.04,5138.17,6684.15,2957.45
"4pm","622",6411.24,3966.1,11083.16,11576.19,4371.17
"4pm","623",4946.81,2498.3,8760.66,6318.06,3287.14
"4pm","624",2338.38,1451.95,4604.09,2943.77,800.79
"4pm","631",6153.95,4424.69,9852.1,10309.46,3245.34
"4pm","632",1602.03,961.34,3038.67,2541.95,1402.59
"4pm","633",3109.73,2371.61,6023.58,5624.55,1569.69
"4pm","641",3537.89,1920.07,5371.55,5084.68,3159.84
"4pm","642",5012.56,3422.14,6530.59,8012.08,3782.63
"4pm","643",5253.32,2642.38,7320.19,9297.12,4902.87
"4pm","644",3377.31,1735.85,5525.24,7000.6,4031.22
"4pm","645",1700.76,1170.79,3115.71,2300.43,457.6
"4pm","651",4167.83,3318.65,9067.95,9142.33,4453.22
"4pm","661",11927.77,11820.57,18681.53,18684.66,6172.26
"4pm","662",803.28,637.49,2057.06,2001.85,548.16
"4pm","663",3183.46,2835.5,5353.24,4772.11,2240.43
"4pm","671",3996.67,5490.31,9125.05,5095.24,1143.04
"4pm","672",1174.31,1498.41,2327.96,1810.55,561.05
"4pm","673",1607.16,1722.44,2358.69,1619.53,419.69
"4pm","681",3924.24,4048.8,6184.73,5025.77,1840.86
"4pm","691",6186.86,4079.17,6701.3,7196.57,3377.87
"5pm","101",26785.49,15444.53,26938.35,46005.93,44046.3
"5pm","102",18417.33,18634.59,20765.41,31365.45,25431.49
"5pm","103",7584.78,10241.01,13865.73,13294.14,6577.46
"5pm","104",8052.18,8774.1,8964.89,11703.67,6774.75
"5pm","105",18958.93,22577.83,23786.89,23531.95,17930.99
"5pm","106",10215.45,12764.09,15560.55,21894.9,12839.62
"5pm","107",15413.85,23087.25,21818.09,20485.91,9416.33
"5pm","108",19651.84,20818.57,21659.57,27950.47,14577.44
"5pm","109",8461.45,12872.88,9683.98,8301.28,3368.31
"5pm","110",11729.21,15214.23,16261.31,20261.95,8977.19
"5pm","111",7426.19,14066.73,14560.22,13816.77,6739.79
"5pm","112",11158.99,13263.09,15665.45,16587.19,7068.77
"5pm","113",6525.63,6396.66,9334.63,9851.86,3809.12
"5pm","114",7893.83,6587.13,10100.36,7895.2,4175.5
"5pm","115",779.83,695.31,1568.05,1491.08,426.68
"5pm","116",7783.89,6001.21,10806.24,11296.8,4854.43
"5pm","117",12719.82,14641.01,15364.47,10471.38,3383.1
"5pm","118",14614.41,17285.19,16950.08,10455.11,3627.47
"5pm","119",22489.37,13021.17,25956.56,25686.05,16372.3
"5pm","120",2988.17,1163.55,2685.97,3570.64,4773.26
"5pm","121",3128.89,1992.15,3297.2,4125.93,4779.33
"5pm","122",3941.42,1024.53,2476.57,4611,5268.84
"5pm","123",1093.36,575.96,765.58,565.12,887.66
"5pm","124",6524.52,4118.92,3542.63,3840.76,1984.57
"5pm","125",593.71,243.13,294.27,787.9,1378.2
"5pm","126",618.2,908.97,777.92,918.67,103.34
"5pm","127",7582.53,9872.84,11175.76,11737.91,7424.55
"5pm","128",12014.65,10886.9,17688.06,13220.02,4973.1
"5pm","129",5790.7,5684.25,6076.37,8751.07,4572.2
"5pm","130",5135.21,2681.9,6116.67,7898.44,5461.39
"5pm","131",7209.54,1986.89,6004.26,9473.91,6041.14
"5pm","132",6582.52,3101.21,8011.39,9094.31,4057.89
"5pm","133",624.55,225.54,915.12,937.27,528.07
"5pm","134",1946.47,540.29,1892.39,2724.03,1423.95
"5pm","135",433.97,760.37,714.23,536.91,342.25
"5pm","136",7885.83,5408.71,10185.37,10297.46,4519.54
"5pm","137",4079.76,942.64,2723.53,4266.65,3287.13
"5pm","138",2675.35,482.21,1676.49,3045.18,3266.44
"5pm","139",840,164.76,682.55,884.66,816.31
"5pm","140",1724.07,599.2,1412.91,1921.49,1135.17
"5pm","141",177.66,43.83,182.94,244.75,212.47
"5pm","301",4227.63,5506.5,6996.24,7815.32,3799.26
"5pm","302",8851.05,6461.22,10830.93,17909.29,11013.34
"5pm","303",4102.22,3472.39,5700.62,4887.41,1512.36
"5pm","304",3164.89,1751.22,2168.56,4808.94,4365.52
"5pm","305",554.96,644.34,1163.68,731.16,267.8
"5pm","306",2917.74,1822.7,3360.84,4130.01,1836.15
"5pm","307",11223.58,6576.43,16805.2,18067.3,6677.58
"5pm","308",12197.69,5650.39,14432.29,15982.32,9387
"5pm","309",6423.36,1837.87,6943.88,10745.13,9401.33
"5pm","310",3882.94,1190.39,3801.95,6735.88,5573.11
"5pm","401",3166,2037.78,5446.53,5154.28,1835.99
"5pm","402",4647.29,1591.81,6528.11,6153.63,4428.32
"5pm","403",17619.58,10881.24,19508.68,17411.69,8664.74
"5pm","404",8292.68,4056.56,9980.75,11333.12,5382.85
"5pm","405",7344.75,2901.36,8194.35,9173.24,4371.31
"5pm","406",13739.75,9725.38,17568.43,20271,8877.52
"5pm","407",3860.18,2342.42,5204.45,6499.94,3036.33
"5pm","408",4360.07,1582.15,5868.38,4858.47,1670.4
"5pm","501",1477.36,983.9,2056.71,1845.06,608.45
"5pm","502",1253.99,1201.59,2169.31,1658.71,467.52
"5pm","511",10487.49,10913.16,21602.86,20491.08,6773.96
"5pm","521",3955.35,1391.11,4867.39,6433.12,3797.92
"5pm","522",1536.68,566.12,2378.98,3504.08,1624.97
"5pm","523",3731.61,2286.32,6179.35,6505.15,2175.3
"5pm","524",3619.95,1883.8,4345.47,5028.74,2756.55
"5pm","525",744.88,678.77,1401.05,859.33,589.27
"5pm","531",3761.94,1736.41,6743.89,8437.61,3988.46
"5pm","532",4491.54,2121.61,5567.61,7698.19,3729.21
"5pm","533",6176.35,6548.95,9317.95,7939.17,3022.63
"5pm","541",865.52,721.95,1136.67,1101.16,478.82
"5pm","542",2589.07,1442.29,3530.51,5239.8,2725.38
"5pm","543",2505.52,593.63,2351.93,4115,2500.51
"5pm","544",5277.24,2854.84,9514.87,11378.55,3982.35
"5pm","545",1669.7,940.53,2656.94,3080.09,958.21
"5pm","546",8190.37,4396.42,10737.96,8892.13,3488.79
"5pm","547",1544.53,1615.15,1549.6,1268.83,404.18
"5pm","551",1838.3,1489.06,3252.9,2992.37,979.12
"5pm","561",1510.26,1830.95,2470.18,2146.58,653.91
"5pm","562",6112.2,6362.7,10269.93,9036.47,3064.83
"5pm","563",437.62,602.48,670.95,540.62,164.57
"5pm","564",780.35,380.16,1120.29,1332.09,530.18
"5pm","571",2013.58,1518.25,3965.36,4788.2,1383.5
"5pm","572",4395.78,2393.82,6995.13,7231.36,2600.12
"5pm","573",4762.03,2638.82,7173.83,8339.42,3854.32
"5pm","574",2688.37,897.58,3397,4077.1,2848.63
"5pm","575",1242.97,700.92,1384.89,1239.76,828.65
"5pm","576",1203.52,1447.83,2918.66,3279.26,840.88
"5pm","601",1931.63,1946.49,4005.38,3208.7,805.87
"5pm","602",7782.07,9614.57,11865.7,12063.67,4378.33
"5pm","611",10385.55,5570.86,17813.81,19063.28,8594.93
"5pm","612",3779.49,2398.7,7707.52,6978.74,2248.71
"5pm","621",3407.83,1461.52,5149.94,7452.22,3427.43
"5pm","622",6927.61,3929.75,11312.85,11520.67,4583.98
"5pm","623",4967.18,2530.47,9626.98,7216.87,3612.84
"5pm","624",2662.62,1423.02,5216.15,3727.06,971.37
"5pm","631",6080.27,4086.68,10084.85,10350.91,3780.4
"5pm","632",1657.7,1190.62,3236.23,3021.03,1507.64
"5pm","633",3348.44,2405.49,6776.24,6614.18,1976.22
"5pm","641",3645.8,2030.36,5238.23,5326.11,3884.12
"5pm","642",4552.84,3333.03,5253.26,6804.92,3812.92
"5pm","643",5905.53,2726.14,7925.51,9861.58,5900.46
"5pm","644",3533.99,1714.93,5954.29,7572.58,4727.91
"5pm","645",1737.53,1274.68,3478.27,2715.73,594.27
"5pm","651",4230.13,3508.21,9523.73,9782.85,3986.84
"5pm","661",11449.5,11443.24,16402.91,17051.55,5623.18
"5pm","662",1030.69,707.48,2419.32,2598.04,595.24
"5pm","663",3561.49,3047.44,6423.44,5803.81,2552.59
"5pm","671",4163.97,5617.61,9773.83,5493.08,1268.9
"5pm","672",1383.56,1529.61,2589.24,1781.3,634.59
"5pm","673",1548.34,1751.82,2323.11,1766.35,470.54
"5pm","681",4087.96,4008.28,6307.37,4855,1900.82
"5pm","691",6315.65,4197.84,7267.52,7515.59,3435.97
"6pm","101",15774,12547.48,17075.7,27853.02,25683.82
"6pm","102",14089.19,17073.14,15473.46,23673.02,19984.66
"6pm","103",7943.9,10743.81,14877.93,14639.69,7396.41
"6pm","104",8798.95,9323.18,9820.84,13319.32,8088.58
"6pm","105",17636.8,22623.3,21506.16,19669.74,15746.36
"6pm","106",10352.63,13345.62,15823.12,22648.88,15484.83
"6pm","107",15442.41,24292.2,22115.29,22771.23,10064.63
"6pm","108",19040.04,20322.93,22392.93,28109.41,15780.39
"6pm","109",8235.13,13320.31,10516.49,8659.27,3237.7
"6pm","110",12177.11,15679.68,16342.13,22670.41,10109.02
"6pm","111",7209.92,14439.25,14311.37,14440.55,6560.99
"6pm","112",11755,13606.67,16512.01,17765.04,7984.07
"6pm","113",6778.19,6555.45,10056.22,10713.42,4352.92
"6pm","114",8942.5,6555.07,11303.9,8805.83,5089.51
"6pm","115",666.96,669.37,1196.52,1239.48,378.4
"6pm","116",7263.72,6023.48,10445.86,10322.1,5087.73
"6pm","117",13047.87,15044.74,15947.67,11180.64,3362.55
"6pm","118",15172.4,17629.75,16928.5,11197.1,3558.39
"6pm","119",20124.85,12619.61,21769.65,21050.1,13588.87
"6pm","120",3023.02,1201.01,2541.61,3576.89,5197.28
"6pm","121",3192.46,1628.68,2847.21,4356.7,5359.5
"6pm","122",3999.06,1098.13,2120.22,4264.25,5041.45
"6pm","123",1261.33,584.99,1187.88,626.1,1126.18
"6pm","124",6989.93,4275.18,4244.94,4315.54,2606.58
"6pm","125",696.14,277.83,268.35,877.54,1413.35
"6pm","126",605.4,994.76,722.24,991.1,197.2
"6pm","127",8025.14,9989.67,11682.23,13084.07,8011.04
"6pm","128",12077.7,11132.15,17676.96,14443.23,5637.25
"6pm","129",5849.33,5596.24,5731.6,8779.96,4675.55
"6pm","130",4399.56,2487.24,5428.35,6798.52,4559.76
"6pm","131",7058.45,1871.18,5826.36,9293.49,5594.03
"6pm","132",7720.44,3354.73,9547.01,10091.24,4833.21
"6pm","133",663.29,192.9,896.35,1338.96,646.32
"6pm","134",2224.97,558.12,2046.26,3307.72,1918.34
"6pm","135",404.13,715.94,807.25,401.42,261.05
"6pm","136",8745.15,5960.66,11103.68,11575,5864.69
"6pm","137",4501.69,849.86,2935.28,4345.52,3727.66
"6pm","138",3215.46,532.33,1972.46,3581.01,3900.81
"6pm","139",822.92,177.35,464.1,753.65,893.06
"6pm","140",1235.25,354.31,1145.55,1278.82,804.27
"6pm","141",185.05,16.84,67.84,232.91,212.41
"6pm","301",3995.6,5781.91,6641.56,7868.68,4005.61
"6pm","302",8967.34,6194.92,10634.91,18602.63,11269.42
"6pm","303",4195.74,3502.43,5884.58,5692.64,1769.11
"6pm","304",3149.43,1729.56,2092.51,5054.85,5192.57
"6pm","305",724.17,663.03,1170.53,916.19,228.3
"6pm","306",2790.52,1840.76,3792.99,4516.11,2185.41
"6pm","307",11572.02,6757.48,17066.65,19090.63,7434.41
"6pm","308",13343.61,5420.98,15389.05,17398.95,9648.73
"6pm","309",6832.63,1763.83,6343.61,10499.17,10024.24
"6pm","310",3895.52,1021.85,3913.07,6756.15,6028.25
"6pm","401",3547.66,2052.09,5850.65,6200.38,1924.73
"6pm","402",4711.79,1482.19,6876.89,6713.09,4854.63
"6pm","403",18050.14,10984.66,19166.8,16543.15,7700.82
"6pm","404",9234.42,4000.55,10808.69,12730,7144.9
"6pm","405",8732.5,3062.57,9221.58,11270.79,5388.11
"6pm","406",14623.31,9736.93,17477.96,19606.46,8036.44
"6pm","407",3980.45,2286.94,5334.23,6813.95,3286.05
"6pm","408",4726.22,1588.24,6697.93,4924.18,2302.24
"6pm","501",1512.34,994.45,2157.29,2146.87,639.91
"6pm","502",1331.28,1153.68,2428.96,1735.89,487.56
"6pm","511",10747.18,10810.83,22297.14,21315.34,7615.74
"6pm","521",4258.97,1460.67,5148.74,7162.98,4528.24
"6pm","522",1747.94,608.86,2623.33,3952.67,2253.06
"6pm","523",3704.84,2316.85,6059.23,7355.53,2476.4
"6pm","524",3783.7,1943.27,4886.16,5708.2,3625.43
"6pm","525",836.27,638.27,1795.85,1107.11,791.43
"6pm","531",4359.28,1874.12,7241.05,9376.12,4998.56
"6pm","532",4812.87,2131.8,5666.93,8540.8,4142.19
"6pm","533",5832.35,6402.83,9064.16,7632.8,3029.7
"6pm","541",1025.58,716.83,1180.88,1319.82,521.46
"6pm","542",2791.97,1456.38,3344.85,5689.51,3030.28
"6pm","543",2883.87,675.69,2810.74,4656.58,3184.19
"6pm","544",5806.79,3113.66,10210.53,12179.2,4800.18
"6pm","545",1746.57,978.59,2852.37,3360.37,1040.36
"6pm","546",8448.85,4351.9,11583.98,9535.29,3446.34
"6pm","547",1570.86,1566.45,1594.22,1267.83,362.43
"6pm","551",1780.58,1564.1,3330.58,3135.47,1077.46
"6pm","561",1625.23,1771.9,2681.25,2053.49,736.68
"6pm","562",5909.44,6434.41,9967.31,8898.57,2702.55
"6pm","563",437.37,529.41,676.92,599.34,210.59
"6pm","564",818.38,403.54,1178.25,1623.83,496.81
"6pm","571",2149.07,1620.31,4376.72,5297.03,1376.53
"6pm","572",4990.63,2479.95,7508.64,7823.62,3083.67
"6pm","573",4681.69,2791.11,7482.11,9059.69,3872.04
"6pm","574",2909.07,936.98,3704.24,4916.87,3680.61
"6pm","575",1408.44,775.37,1425.28,1388.31,860.25
"6pm","576",1481.21,1394.35,3160.22,3200.36,862.42
"6pm","601",2048.81,2008.64,4217.78,3499.73,909.1
"6pm","602",7366.21,9570.13,11946.54,11721.16,4059.96
"6pm","611",11326.73,5684.83,18866.79,21204.71,9811.69
"6pm","612",4145.12,2467.03,7842.09,7224.37,2550.8
"6pm","621",3553.16,1493.64,5434.65,8232.18,3348.87
"6pm","622",7125.87,3957.2,11618.72,12483.25,4886.63
"6pm","623",5290.74,2606.4,10136.03,8076.81,4199.39
"6pm","624",2604,1523.7,5606.61,4096.32,1151.15
"6pm","631",6204.43,4050.94,10320.73,11274.4,4135.62
"6pm","632",1882.03,1170.69,3661.22,3493.13,1922.55
"6pm","633",3724.06,2597.49,7410.83,7419.09,2503.68
"6pm","641",3887.01,1923.19,5405.41,5178.47,4101.22
"6pm","642",4218.51,3454.79,5039.65,6677.84,3868.46
"6pm","643",6427.7,2635.29,8429.47,11174.09,6326.98
"6pm","644",3652.19,1620.39,6520.09,8804.66,5433.01
"6pm","645",1986.67,1285.17,3667.13,3193.95,662.86
"6pm","651",3908.29,3568.66,9718.28,9786.87,3666.09
"6pm","661",11255.83,11238.01,15450.14,16918.54,5423.43
"6pm","662",1024.1,746.83,2782.88,2834.21,845.5
"6pm","663",3979.04,3144.14,7196.69,6505,2833.18
"6pm","671",4146.1,5721.42,10507.95,6111.12,1555.84
"6pm","672",1503.59,1440.93,2825.13,1841.06,608.4
"6pm","673",1607.2,1799.76,2489.17,1899.84,530.9
"6pm","681",4102.9,3993.01,6220.65,4948.16,1915.59
"6pm","691",6459.52,4338.57,7353.09,7750.79,3803.8
"7pm","101",11505.48,12186.38,14361.66,20514.65,17183.17
"7pm","102",12622.76,16620.23,13961.23,20886.28,17650.29
"7pm","103",8303.93,11449.33,14831.87,15277.88,7096.5
"7pm","104",9188.26,9201.36,9842.01,13697.29,8888.6
"7pm","105",17210.83,22585.84,21670.43,19293.1,15462.69
"7pm","106",10421.22,13334.1,15298.95,23530.18,16486.74
"7pm","107",16116.98,24391.8,22697.54,23896.84,10789.57
"7pm","108",18488.46,20290.73,21700.2,27845.87,15910.92
"7pm","109",8256.84,13607.89,10844.71,8775.29,2747.11
"7pm","110",12061.35,15667.78,16196.62,22693.33,10820.65
"7pm","111",7171.98,14490.92,13825.96,14573.53,6290.28
"7pm","112",12436,13804.39,17582.08,18735.35,8690.53
"7pm","113",6954.94,6730.86,10473.12,11225.24,4255.34
"7pm","114",9499.06,6754.66,11901.55,9450.05,5501.01
"7pm","115",605.93,600.42,1138.91,1166.97,272.09
"7pm","116",7080.45,6003.45,10464.96,10576.27,5211.44
"7pm","117",13152.86,15241.3,16076.52,11282.47,3387.46
"7pm","118",15008.51,17722.1,17166.28,10994.79,3510.42
"7pm","119",18553.24,12040.34,20450.86,18854.15,12371.77
"7pm","120",3365.95,1153.41,2125.79,3223.09,5423.06
"7pm","121",3151.67,1462.01,2751.26,4070.03,5939.99
"7pm","122",3834.98,1124.12,1876.97,4113.92,5326.46
"7pm","123",1315.49,590.05,1203.39,655.35,1363.95
"7pm","124",7089.58,4541.28,4587.78,4523.53,2881.16
"7pm","125",732.08,252.58,277.64,927.06,1391.2
"7pm","126",616.41,1012.8,837.53,989.84,193.29
"7pm","127",8308.79,10226.73,11961.88,13867.43,8568.33
"7pm","128",12551.5,11067.26,17588.64,14760.66,5581.71
"7pm","129",5683.61,5553.18,5906.65,8737.54,4871.37
"7pm","130",4302.49,2510.85,5256.67,6651.38,3891.14
"7pm","131",7125.89,1781.17,5809.04,9519.48,5811.49
"7pm","132",8138.61,3355.52,10265.83,10515.62,5348.57
"7pm","133",704.31,192.9,961.64,1480.09,783.07
"7pm","134",2337.24,553.94,2169.9,3722,2178.51
"7pm","135",394.86,729.2,776.01,361.83,255.63
"7pm","136",9557.81,6189.14,11775.95,12215.85,6239.9
"7pm","137",4779.91,789.3,2970.88,4783.02,4068.18
"7pm","138",3393.41,490.69,1909.81,3918.35,4072.66
"7pm","139",817.43,271.53,351.31,805.37,807.78
"7pm","140",1271.96,336.61,1068.44,956.07,782.39
"7pm","141",167.85,25.85,76.35,161.33,252.65
"7pm","301",4218.27,5755.08,6849.34,7868.3,4213.89
"7pm","302",8976.53,6304.36,10092.38,17658.59,11610.77
"7pm","303",4268.99,3576.58,6023.82,5912.11,1813.43
"7pm","304",3228.79,1643.06,2154.14,5043.3,5476.88
"7pm","305",710.09,671.22,1245.04,790.77,294.89
"7pm","306",2945.21,1905.02,3739.33,4812.39,2227.95
"7pm","307",11304.8,6847.34,17467.7,19803.7,7632.19
"7pm","308",13996.5,5502.61,16322.32,18729.27,10615.32
"7pm","309",6733.71,1654.68,5995.37,11020.64,10521.29
"7pm","310",3807.76,895.14,3871.13,6839.57,6419.46
"7pm","401",3474.89,2069.03,6312.67,6273.32,2172.64
"7pm","402",4979.92,1563.2,6854.99,7341.86,5703.88
"7pm","403",18059.75,11310.96,19423.2,17193.78,7832.59
"7pm","404",10078.18,3916.95,11335.11,13771.52,7661.23
"7pm","405",9053.33,3130.27,9657.09,12231.79,6058.69
"7pm","406",14363.13,10183.07,17512.39,19215.48,7714.06
"7pm","407",4203.31,2388.8,5582.03,6906.71,3276.68
"7pm","408",5070.35,1662,6867.16,5009.27,2556.78
"7pm","501",1538.23,1009.52,2146.54,2234.57,688.06
"7pm","502",1298.93,1103.39,2449.42,1722.19,522.26
"7pm","511",10833.57,10867.91,22397.44,21720.11,7513.34
"7pm","521",4214.23,1459.14,5442.33,7705.86,4857.48
"7pm","522",1738.67,608.93,2787.78,4071.44,2281.43
"7pm","523",3981.77,2240.24,6278.52,7379.59,2692.91
"7pm","524",3862.19,2017.25,4780.55,6085.98,3999.27
"7pm","525",860.48,638.27,1856.29,1309.57,829.33
"7pm","531",4397.7,1835.34,7294.85,10096.91,5313.28
"7pm","532",4915.21,2094.14,5830.17,8779.65,4395.97
"7pm","533",5919.34,6407.34,9152.95,7750.78,2975.2
"7pm","541",1054.61,716.83,1255.37,1396.86,539.7
"7pm","542",3074.22,1463.2,3516.81,5597.46,3282.62
"7pm","543",3023.9,678.67,2865.99,4552.8,3394.85
"7pm","544",6055.07,3077.76,10359.22,13020.5,5220.12
"7pm","545",1682.44,1015.91,2979.65,3443.45,1086.25
"7pm","546",8704.31,4393.6,11808.51,9750.72,3626.12
"7pm","547",1634.32,1553.33,1544.15,1278.91,329.46
"7pm","551",1821.15,1564.36,3544.28,3213.07,1155.61
"7pm","561",1543.49,1731.31,2763.76,2054.12,827.89
"7pm","562",5963.64,6420.11,9894.84,9097.68,2738.75
"7pm","563",445.25,579.08,789.66,593.63,160.66
"7pm","564",827,440.5,1118.22,1648.64,537.84
"7pm","571",2164,1591.59,4570.17,5331.93,1560.17
"7pm","572",4929.91,2480.64,7758.87,8421.73,3468.93
"7pm","573",4928.27,2785.33,7470.08,9365.94,4423.29
"7pm","574",3077.99,965.73,3926.39,5317.03,3964.18
"7pm","575",1429.91,837.71,1498.77,1318.96,933.17
"7pm","576",1533.32,1386.5,3201.66,3210.74,968.73
"7pm","601",2146.03,2094.58,4369.35,3603.8,951.39
"7pm","602",7358.15,9591.95,11727.47,11582.82,4197.75
"7pm","611",11728.59,5779.82,19340.04,22178.05,10762.5
"7pm","612",4338.41,2407.91,7603.18,7337.22,2370.79
"7pm","621",3504.66,1566.96,5704.3,8616.35,3682.01
"7pm","622",7536.79,4024.15,11625.82,13020.94,5500.01
"7pm","623",5356.26,2657.84,10737.38,8525.53,4457.87
"7pm","624",2849.55,1400.36,5647.42,4353.4,1229.51
"7pm","631",6416.94,4190.86,10383.36,11311.65,4369.74
"7pm","632",1893.25,1207.4,3768.99,3802.51,2170.68
"7pm","633",4106.63,2580.43,7836.81,7998.95,2873.69
"7pm","641",3872.68,1870.31,6010.23,5122.58,4116.28
"7pm","642",4282.52,3497.13,4787.13,6742.81,3548.37
"7pm","643",6778.88,2537.39,8351.83,11782.08,7147.08
"7pm","644",3772.07,1630.63,6526.23,9384.31,5909.93
"7pm","645",2018.37,1283.18,4047.51,3215.98,722.58
"7pm","651",3808.85,3772.59,9904.05,9706.84,3564.64
"7pm","661",11081.32,11308.37,15246.44,17374.59,5181.48
"7pm","662",1040.04,737.28,2851.13,2946.36,956.96
"7pm","663",4123.23,3040.41,7408.52,6852.61,2833.75
"7pm","671",4305.07,5749.92,10587.7,6080.75,1657.93
"7pm","672",1545.63,1522.36,2946,1889.63,649.76
"7pm","673",1692.92,1822.01,2472.8,1889.43,501.91
"7pm","681",4142.92,4105.16,6281.8,4880.59,1977.9
"7pm","691",6527.04,4191.84,7470.7,7808.26,4060.54
"8pm","101",10353.94,11234.5,12898.31,17751.2,14625.08
"8pm","102",11859.8,16473.8,12802.67,19536.7,16373.04
"8pm","103",8201.65,11633.49,14459.61,15406.42,7131.5
"8pm","104",9480.59,9180.99,10023.39,14368.57,9458.66
"8pm","105",16766.29,22395.4,20528.96,18773.09,14366.42
"8pm","106",10671.95,13599.43,15538.81,23502.31,16801.91
"8pm","107",15984.89,25205.55,22577.98,24236.09,11834.16
"8pm","108",18585.17,20356.44,21939.64,28111.85,15968.72
"8pm","109",8140.16,13673.94,11073.35,8714.68,2920.59
